ALink,SName,SLink,Lyric,language
Então chora viola
O povo vai atrás

O harmonia passando
É puro sentimento
Cavaco chorando
Comendo no centro
Eu falei bota viola pra dentro
Toma viola pra dentro",pt
/harmonia-do-samba/,Vitamina de Brasil,/harmonia-do-samba/vitamina-de-brasil.html,"Vem nesse bonde
Tudo é festa, harmonia
Pode vir, pode chegar
Está tudo preparado
O show já vai começar
E nesse embalo sei que vou
A mais de cem
Se tô contigo
Sê comigo, meu amigo
Vamos nessa, seja homem
Nessa vida que levamos
Se correr o bicho pega
Se ficar o bicho come

Botei no liqüidi, liqüidi, liqüidi, liqüi, liqüidificador
Sei que com muito carinho
O meu samba ecoou
De lá eu pude ouvir
Você cantar

Bote a Bahia e o Rio de Janeiro
Um pouquinho de São Paulo
Pitadinha de mineiro
O copo está cheio, é melhor ligar
Vitamina de Brasil
Deixa eu tomar
Botei no liqüidi, liqüidi, liqüidi, liqüi, liqüidificador
Sei que como muito carinho
O meu samba ecoou
De lá eu pude ouvir
Você cantar
",pt
/harmonia-do-samba/,Vou Invadir,/harmonia-do-samba/vou-invadir.html,"Levanta a poeira, sacode a roseira
Esse Harmonia não é brincadeira
Sacode, derruba, balança

Janeiro a janeiro, o dia inteiro
Na adrenalina mas sem desespero
Sacode, derruba, balança

[2x]Eu vou invadir, vou invadir, vou invadir, vou invadir
A alegria do povo que gosta de samba, samba negona
Ô samba de roda, samba de bamba
Escude o pandeiro, escute a viola
Na hora que entra, na hora que chora
Chora, chora viola, chora, viola chora.

Vou invadir, vou invadir, vou invadir...",pt
/harmonia-do-samba/,Vou Que Vou,/harmonia-do-samba/vou-que-vou.html,"Eu tava parado na rua
Quando a muvuca chegou pra agitar
E aí, incendiou caldeirão
É a banda passando na área parceiro
Se arruma ligeiro, lá vem o arrastão
Levando todo o povão (Bis)

Encanta, balança, se entrega
O som é porradão
No clima da festa, libera
Agito e curtição

Tá rolando sambão lá no pé da ladeira (Da ladeira)
Vamos nessa galera eu já tô de bobeira (Pra sambar com
você)
Vou curtir o Harmonia hoje é segunda feira (Que
beleza)
Demore não, te vejo lá

by: Vívian Gomez",pt
/harmonia-do-samba/,Xeque-Mate,/harmonia-do-samba/xeque-mate.html,"No tabuleiro da folia pouco importa ser o rei ou ser peão
(ou ser peão)
Pois o que vale é ter amor e alegria pulsando no coração
Tutum, tutum, tutum
No fim do jogo eu mando samba de viola eu faço samba de raíz
Nosso xadrez fica com mais gingado e deixa o povo feliz

Xeque mate
Joga essa mãozinha em cima e baixo
Xeque Mate
Deixa o corpo solto relaxa

Jogando, jogando, jogando, jogando
No molejo gostoso eu paquero a morena
Um amor de novela parece cinema
Pegou na cabeça tomou o quadril
Essa harmonia que encanta o meu Brasil

Xeque mate
Joga essa mãozinha em cima e baixo
Xeque Mate
Deixa o corpo solto relaxa",pt
/harmonia-do-samba/,Zoeira,/harmonia-do-samba/zoeira.html,"Minha intenção é levar

Meu samba com prazer

Chega junto deixa rolar

Quero com você
(Repete)

Mas teu suingue vem pra mim

Me encantar

Se o cavaco chora ela levanta

Poeira , poeira

Zoeira

É pra levantar poeira

Zoeira

E é pra levantar poeira

Se é pelo samba
O que é que eu não faço
Junto comigo
Ao som do cavaco

Vai no vacuo do cavaco

Vai no vacuo do cavaco",pt
/ara-ketu/,Mal-Acostumado,/ara-ketu/mal-acostumado.html,"Amor de verdade eu só senti
Foi com você meu bem
E todas as loucuras desse nosso amor
Você me deu também
Você já faz parte da minha vida
E fica tão difícil dividir você de mim
E quando faz carinho me abraça
Aí eu fico de graça
Te chamando pra me amar
Mal acostumado
Você me deixou
Mal acostumado
Com o seu amor
Então volta
Traz de volta o meu sorriso
Sem você não posso ser feliz
Mal acostumado
Você me deixou
Mal acostumado
Com o seu amor
Então volta
Traz de volta o meu sorriso
Sem você não posso ser feliz",pt
/ara-ketu/,Avisa a Vizinha,/ara-ketu/avisa-a-vizinha.html,"Introdução: G A

G A G A
A banda que toca dobrado chegou
G A
Chegou pra tocar
G A
Chegou pra tocar
G A G A
e o povo satisfeito cantou
G A
cantou pra alegrar
G A
Cantou pra alegrar

Em Bm
É o Ara Ketu, vixe maria
Em Bm
Bate na porta avisa a vizinha
Em Bm
Lá vem o Ara Ketu, vixe maria
Em Bm
Bate na porta avisa a vizinha
Am D
Pra soltar fogos festejar
Am D
Que o ara ketu vai passar

G C G
É dia de rei
C G
Já vou me aprontar
C G
Não perco essa festa
C G
",pt
/ara-ketu/,Vixe Maria,/ara-ketu/vixe-maria.html,"
G A G A G A
A BANDA QUE TOCA DOBRADO CHEGOU,CHEGOU PRA TOCAR
G A G A G A
CHEGOU PRA TOCAR,E O POVO TODO SATISFEITO CANTOU
G A G A
CANTOU PRA ALEGRAR,CANTOU PRA ALEGRAR.
Em Bm Em Bm
É O ARAKETU VIXE MARIA!BATE NA PORTA AVISA A VIZINHA!
C D C D
PRA SOLTAR FOGOS FESTEJAR,E O ARAKETU VAI PASSAR!
G C G C G C G
É DIA DE REI,JÁ VOU ME APRONTAR,NÃO PERCO ESSA FESTA
C G A
",pt
/ara-ketu/,Araketu Bom Demais,/ara-ketu/ara-ketu-bom-demais.html,"Não dá prá esconder
O que eu sinto por você Ara
Não dá, não dá, não dá, não dá

Só sei
Que o corpo estremece
As pernas desobedecem
Inconscientemente a gente dança
As mãozinhas então embalançam
Quando passa eu vou atrás
Só sei
Que o Ara Ketu é bom demais

Ê ô
Ê a ê a ô

Dancei, eu quebrei balancei, vibrei
O Ara Ketu me fez dançar
Bota as mãozinhas pro ar
Ê ô
Ê a ê a ô",pt
/ara-ketu/,Minha Razão de Viver,/ara-ketu/minha-razao-de-viver.html,"Como eu digo ao meu coração
Que você não volta mais não
Como eu posso me convencer
Que o amor virou ilusão?

Se eu sobreviver mesmo assim
Um dia seguinte do fim
E no seu lugar uma dor
Quem vai tomar conta de mim?

E quem é que vai me abraçar
Me pedindo pra não chorar
Quando a saudade bater?
Entende que eu não vou conseguir
Por isso você pode partir
Só que eu também vou com você

Mas se você me deixar o mundo pode acabar
Eu não vou mais acreditar em ninguém
E nunca mais vou amar, não quero me machucar
Pra dar amor a um coração que não tem

Se você me deixar, não quero sol nem luar
Pode levar minha razão de viver
Porque de tudo que eu fiz
E me entregava feliz
Era o momento de amar com você
Amar com você

Lembra dessa nossa paixão
Pensa quantas noites virão
Todas tão vazias sem mim
Tudo vai virar solidão

Se eu sobreviver desta dor
Triste de perder teu calor
No dia seguinte do fim
Nunca mais eu morro de amor",pt
/ara-ketu/,Face Oculta,/ara-ketu/face-oculta.html,"Sonhei com você
Será que a saudade me obrigou
Pra gente se encontrar num sonho
E outra vez lembrar do nosso amor
Sonhei com você
E deu pra sentir o teu calor
Tão claro assim eu vi teu rosto
E acho até que a gente se beijou
Eu acordei sentindo dentro do meu coração
Aquele aperto um sentimento forte de emoção
Foi como se voltasse atrás a minha vida
Que tempo bom
Talvez você já tenha tido um sonho assim
Que tenha machucado e fez também você lembrar de mim
Você pensou no nosso amor, porque chegou ao fim

Quando eu acordei do sonho e não te encontrei
Me deu tanta saudade que eu te procurei, sem pensar
Como eu queria te ver
Deve ser a face oculta do meu coração
Que ainda sabe que você é na verdade a minha paixão
Que eu não consigo esquecer",pt
/ara-ketu/,Guerra Santa,/ara-ketu/guerra-santa.html,"Esse nosso amor é uma loucura
Cheio de paixão um vendaval no coração
Por isso é que pinta o ciúme
Por qualquer baton ou perfume
Mas eu também não fico atrás
Você me quer, te quero mais
E eu não quero te perder

Esse nosso amor é uma aventura
Cheio de ilusão
Já começou sem direção
A gente fala em ficar
Depois começa a brigar
E o nosso adeus não dura mais que um até já

Quem sai batendo a porta sempre quer voltar
Quem briga sem motivo não quer separar
Eu sei que é complicado a gente se entender
Mas é o nosso jeito o que é que eu vou fazer
Quem tem paixão no corpo não tem pra ninguém
Aquele amor gostoso feito pro seu bem
No fundo as nossas brigas só excitam mais
A nossa guerra é santa sempre acaba em paz

Esse nosso amor é um desatino
sempre foi assim
Uma paixão que não tem fim
Mas um e um não são três
A gente tem nossas leis
É relaxar, deixar rolar e aproveitar

Quem sai...",pt
/ara-ketu/,Cobertor,/ara-ketu/cobertor.html,"Como e que você foi embora
sem dizer pelo menos adeus
me fez sofrer tanto assim
um coracao apaixonado por você

Como e que você depois liga
pra dizer que está arrependida
e foi embora mas que vai voltar
pedindo pro meu coracao o seu lugar

Ah, ha, ha que pena o meu coração
não é mais meu
mesmo que fosse nunca mais seria seu
você se foi nem quis saber se estava frio

Eu achei o cobertor
que me deu tanto amor
e que nunca deixa o frio
tomar conta de mim",pt
/ara-ketu/,Amantes,/ara-ketu/amantes.html,"Vou caminhando nas ruas
Pensando em voce
Nesses momentos
Que a gente consegue se ver
Você me diz
Que o seu casamento vai mal
Por isso trai, já não quer mais
Mas não se vai
Eu me pergunto, afinal O que sou pra você
Simples amante
Ou nada além de um prazer!
Você se entrega pra mim
Com hora certa do fim
Depois me diz
""Até amanhã"" e vai
Eu queria ser bem mais
Que amante
Quero ter você
O tempo todo
Eu queria ser bem mais
Que amante
Quero ter você
Aqui
Eu conto as horas
Que faltam para o dia que vem
Não quero mais
Dividir esse amor com ninguém
Fico pensando
No que você possa dizer
Se já contou
Se ela notou
Ou nem quis saber
Como machuca o peito
A dor de esperar
Quero te amar
Simplesmente
Poder te abraçar
Quero você só pra mim
Sem hora certa do fim
Não quero ouvir
Você dizer
Adeus
Eu queria ser bem mais
Que amante
Quero ter você
O tempo todo
Eu queria ser bem mais
Que amante
Quero ter você",pt
/ara-ketu/,Carta Branca,/ara-ketu/carta-branca.html,"Por amor
eu faço mil loucuras se voce quiser
Me sirvo de bandeja pra voce mulher
So pra te ver feliz e mais apaixonada
Por esse amor
Entrego minha vida toda em suas maos
Abro todas as portas do meu coracao
Enfrento um vendaval
topo qualquer parada
oh, oh, oh

Boto a mao no fogo por essa paixao
Pois sei que voce me tem no coracao
Eu vejo em teus olhos ao tocar meu corpo
oh, oh, oh
Amo voce, Eu amo voce

Refrao
Voce tem carta branca nesse meu coracao
Eu amo voce
Estou de corpo e alma entregue em suas maos
Quero dizer
Que ninguem no mundo vai te amar assim
É tanto amor que esqueço até de mim",pt
/ara-ketu/,"Ô, Meu Pai",/ara-ketu/o-meu-pai.html,"Pedi a benção a minha mãe
Dei até logo a meu pai
E saí com a galera
Que da cabeça não me sai

Ele me deu um conselho
Pediu pra não demorar
Me atrasei, cheguei em casa
E comecei a explicar
Com a cara de preocupado
O meu pai me recebeu
Filho, onde você estava?
O que foi que aconteceu?

Olhe minha cara de contente
Não precisa explicar
Oh pai, oh mãe
Estava com a turma do Ara

Ô meu pai, estava no Ara
Meu pai
Ô meu pai, eu estava no ensaio do Ara
Meu pai

Ô meu pai, eu estava no Ara, meu pai
Ô meu pai, eu sou Ara Ketu, meu pai",pt
/ara-ketu/,Cabelos Ao Vento,/ara-ketu/cabelos-ao-vento.html,"Ô lê lê ô
Lê lê ô
Lê lê, lá lá

Toda vez que eu te vejo
Vem um louco desejo
Querendo te amar
Venha cair na folia
É só alegria
Pra gente dançar

É carnaval na Bahia
Encanto e magia
Vem contagiar
Meu amor

Ô lê lê õ
Lê lê ô
Lê lê, lá lá

Tô em Porto seguro
Vou a Macéio
Me abraça em Recife
É uma alegria só

Solte o cabelo ao vento
Venha comigo bailar
Pulei ao raiar do dia
Busquei as estrelas
Pra te encontrar
Meu amor",pt
/ara-ketu/,Sempre Será,/ara-ketu/sempre-sera.html,"Gosto de ficar te olhando passo o tempo imaginando teu modo de amar
Toda vez que eu te vejo, eu te quero e te desejo não dá pra disfarçar
Eu preciso dar um jeito nessa paixão guardada dentro do meu peito
Tenho amor demais pra dar

Quando eu fico do teu lado, meu olhar apaixonado só você não vê
Quando eu beijo o teu rosto, minha boca sente o gosto de um beijo pra valer
Acho que isso tudo é uma loucura, coração dispara e a gente não segura
Meu amor quero você

O que tem que ser assim será
Vai acontecer sei esperar
Você não entende as coisas que eu te digo
E o meu coração é o seu lugar

Pra gente viver tem que sonhar
Quem quer receber tem que se dar
Você não entende o que mexeu comigo
Quero você e vou te amar",pt
/ara-ketu/,Tá Na Cara,/ara-ketu/ta-na-cara.html,"Basta uma brisa da praia
Pra gente ficar com vontade de amar
Um vento ousado na saia
Revela o desejo guardado no olhar

Basta uma noite de lua
Pra gente ficar na maré da paixão
E quando a pele está nua
A gente descobre que a vida é um tesão

Quando você quer eu quero,
É febre no corpo, um eterno verão
Um sentimento sincero,
Quem vive no amor só tem uma estação

Vou me entregar aos desejos,
Pedindo pro tempo parar de passar
Vou me perder nos teus beijos,
Deixando a vontade do corpo mandar

Tá tá tá na cara
Que a gente se ama
Tá tá tá na cara
Que a gente se adora
Tá tá tá na cara
Pra gente é desejo, é paixão, é loucura, é mais, é tara

Tá tá tá na cara
Que a gente se quer
Tá tá tá na cara
Que a gente se gosta
Tá tá tá na cara
Que essa loucura não passa, não pára jamais, não sara

Basta que a gente se veja
Pro corpo querer se entregar outra vez
E não importa onde esteja
Tem sempre uma coisa que a ainda não fez

Basta uma noite de lua
Pra gente ficar na maré da paixão
E quando a pele está nua
a gente descobre que a vida é um tesão",pt
/ara-ketu/,Saudação A Logun Edé,/ara-ketu/saudacao-a-logun-ede.html,"E akofarê
Akofarê ô
Erê uá kofá
In jô, in jô
Logun ô
Erê uá kofá

Ê odé locô Logun
Ê odé locô nanã
Aê, aê ode loco
Ode locê ni bain
Aê, aê odé loco
Ode loco lapanam",NA
/ara-ketu/,Tentação,/ara-ketu/tentacao.html,"No meu corpo ficou a lembrança
não dá pra te esquecer
Já faz tempo que a gente não transa onde esta você ê ê ê
Tenho andado a tua procura na hora de sonhar
Que me importa se é tudo loucura

Quero te encontrar a a a
Que saudade do beijo gostoso daqueles momentos
Onde tudo era só sentimentos
Delírios de amor ô ô ô

Há coisas que a vida pede pra voltar

Que o tempo não pode apagar
Quem manda na gente é sempre o coração
Quem manda no corpo é a tentação

O que é da terra o mar não vai levar
O que é do mundo é pra juntar
Queria que uma noite a mais pra te mostrar

Como ainda te amo
Não se mede em tempo o desejo
Não dá pra controlar
Mesmo longe ainda te vejo",pt
/ara-ketu/,Bom Demais,/ara-ketu/bom-demais.html,"Não dá pra esconder
O que sinto por você, Ara
Não dá, não dá, não dá, não dá

Só sei
Que o corpo estremece
As pernas desobedecem
Inconscientemente a gente dança
As mãozinhas então embalançam
Quando passa eu vou atrás
Só sei
Que o Ara Ketu é bom demais

Ê ô
Ê a ê a ô

Dancei, eu quebrei, balancei, vibrei
O Ara Ketu me fez dançar
Bota as mãozinhas pro ar

Ê ô
Ê a ê a ô",pt
/ara-ketu/,"Frio, Frio",/ara-ketu/frio-frio.html,"Você está em cada pensamento
Que brota aqui dentro
E sem saber, na brisa da janela
Nas cores da aquarela
Você está na linha do horizonte
Agora e para sempre
Na luz do sol que aquece o ocidente
Você está presente

Diga se a lua foi feita só pra nós
Ou se estou ficando louco
Diga se você está carente de paixão
Diga como está o seu coração

Frio, frio
Como a água do rio
Ou bem quente
Como o beijo da gente
Morno, morno
Como um olhar bem distante
Ou é gelo que nunca mais derrete

Você está naquela estrela linda
Que toda noite brilha
E sem saber me mata de saudade
Te amo de verdade

Você está em tudo que eu vejo
E aumenta o meu desejo
Quero saber se existe alguma chance
Disso virar romance

Diga se a lua foi feita só pra nós
Ou se estou ficando louco
Diga se você está carente de paixão
Diga como está o seu coração

Frio, frio
Como a água do rio
Ou bem quente
Como o beijo da gente
Morno, morno
Como um olhar bem distante
Ou é gelo que nunca mais derrete

Quem dera eu fosse a estrela guia pra guiar você...
Pra acender você...
Pra gente se querer...

Frio, frio
Como a água do rio
Ou bem quente
Como o beijo da gente
Morno, morno
Como um olhar bem distante
Ou é gelo que nunca mais derrete

Frio, frio
Como a água do rio
Ou bem quente
Como um beijo ardente
Morno, morno
Como um olhar bem distante
Ou é gelo que nunca mais derrete",pt
/ara-ketu/,Festa na Cidade,/ara-ketu/festa-na-cidade.html,"Intro:C Am Dm G7

C Em Am G
Lá, lá lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, balance o corpo e
F G G7
vem pra cá
C Em Am G F G
Lá, lá lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, lá, e o Araketu vai
C G7
tocar
C Em Dm F G C Em Dm G7
Jamaaaaaaaais eu hei de esquecer você, bem querer
C Em Dm F G C Em Dm G7
Araaaaaaaa me faz tanto bem te ver passar
Dm G C Em Am Dm G C Am
Voa gaivota vai levar essa mensagem que o Araketu vai passar pela cidade

Em F G C Am F G C
Alô você, chegou e o Araketu tem festa meu amor (2 x)
E7
Diga que tem....

Am C E Am C E
Tem, tem, tem, tem tem, tem festa na cidade vem ver meu bem 2X

F G Bm C Am F G7
E fique a vontade pra se dar bem e só você deixar que o som te levará
C Am F C F Am G C Am F
Ole, le, le, le, le, le, le o Araketu já chegou anunciou
C Am Em C F Am G C
",pt
/ara-ketu/,Uma História de Ifã,/ara-ketu/uma-historia-de-ifa.html,"Elegibo, cidade encantada
Elegibo, sua majestade real
Araketu ritual do candomblé
Exalta as cidades de ketu e sapé
Ferido vingou-se o homem
Utilizando seus poderes
Passaram-se anos difíceis
Sofreram muitos seres
Os vassalos ficaram sem pasto
A fauna e a flora não brotavam mais
As mulheres ficaram estéreis
A flor do seu sexo não se abrirá jamais
Ele, ele

Ele, ele, elegibo
Elegibo, elegibo ele, ele
Ele, ele, elegibo
Elegibo, elegibo
Cidade reluzente (elegibo)
Cidade fluorescente (elegibo)
Cidade reluzente (elegibo)
Cidade fluorescente (elegibo)

Os guerreiros lutaram entre si
Com golpes de vara, era o ritual
Durante várias horas
Travou-se batalhas entre o bem e o mal
Depois retornaram com o rei
Para a floresta sagrada
Onde comeram a massa
De inhame bem passada
Onde será comida por todos os seus
Negros homens em comunhão com Deus
Ele, ele

Ele, ele, elegibo
Elegibo, elegibo ele, ele
Ele, ele, elegibo
Elegibo, elegibo
Cidade reluzente (elegibo)
Cidade fluorescente (elegibo)
Cidade reluzente (elegibo)
Cidade fluorescente (elegibo)

Elegibo, cidade encantada
Elegibo, sua majestade real
Araketu ritual do candomblé
Exalta as cidades de ketu e sapé
Ferido vingou-se o homem
Utilizando seus poderes
Passaram-se anos difíceis
Sofreram muitos seres
Os vassalos ficaram sem pasto
A fauna e a flora não brotavam mais
As mulheres ficaram estéreis
A flor do seu sexo não se abrirá jamais
Ele, ele

Ele, ele, elegibo
Elegibo, elegibo ele, ele
Ele, ele, elegibo
Elegibo, elegibo
Cidade reluzente (elegibo)
Cidade fluorescente (elegibo)",pt
/ara-ketu/,Volta,/ara-ketu/volta.html,"Amor, minha maior felicidade
É ver você chegar
Cheia de amor
Dizer pra mim
Que está completamente apaixonada
Que sem o meu amor seria o fim

Você foi a melhor coisa do mundo
Bateu forte, foi no fundo
Balançou meu coração
Não dá pra viver sem teu carinho
Não dá pra viver sozinho
Sem você, meu grande amor

Volta!
Eu preciso do teu beijo
Vem matar o meu desejo
Sem você não dá pra ser feliz
Volta!
Vem de novo pros meus braços
Ou me diz o que é que eu faço
Pra você voltar pra mim",pt
/ara-ketu/,Nossa Guerra Santa,/ara-ketu/nossa-guerra-santa.html,"Esse nosso amor é uma loucura
Cheio de paixão
Um vendaval no coração
Por isso é que pinta o ciúme
Por qualquer batom ou perfume
Mas eu também não fico atrás
Você me quer, te quero mais
E eu não quero te perder

Esse nosso amor é uma aventura
Cheio de ilusão
Já começou sem direção
A gente fala em ficar
Depois começa a brigar
E o nosso adeus não dura mais que um até já

Quem sai batendo a porta sempre quer voltar
Quem briga sem motivo não quer separar
Eu sei que é complicado a gente se entender
Mas é o nosso jeito o que é que eu vou fazer?
Quem tem paixão no corpo não tem pra ninguém
Aquele amor gostoso é feito pro seu bem
No fundo as nossas brigas só excitam mais
A nossa guerra é santa sempre acaba em paz

Esse nosso amor é um desatino
Sempre foi assim
Uma paixão que não tem fim
Mas um e um não são três
A gente tem nossas leis
É relaxar, deixar rolar e aproveitar",pt
/ara-ketu/,Diacho de Mulher,/ara-ketu/diacho-de-mulher.html,"Tira essa mulher da frente
Senão me acabo, senão me acabo

Me acabo de amor
Me derreto de paixão
Aqui no Ara Ketu
Vou te dá meu coração

Me acabo de amor
E não deixo prá depois
Mulher que é bom
Tem aí a Três por dois

Lá vem ela lá hei!
Vixe! Olha ela aí
Lá vem ela lá
Eu não vou mais resistir

Ô diacho!
Ô diacho!
Tem tanta mulher boa
Só a minha é que eu não acho",pt
/ara-ketu/,Balança Brasil,/ara-ketu/balanca-brasil.html,"Balança Brasil

Ah, meu Brasil
A cidade foi pro mar
Rio de Janeiro redentor
Braços abertos pra quem chegar
Eu vi o céu no azul dos olhos da menina
Peguei a estrada pra Vitória
Fui rever minha capixaba

Ah, meu Brasil
Salvador é logo ali
Bahia boa tem canoa
Mulher boa e gente à toa
Meu samba reggae arrasou lá no Sergipe
Em Alagoas, Pajuçara, Praia Linda
Oh, meu Nordeste

Ah, meu Brasil
Naquela noite em Pernambuco
Olinda, linda Recife
Fazer amor na areia de Boa Viagem
No céu e a tietagem em Itamaracá

Ah, meu Brasil
Forrobodó na Paraíba
Meu Rio Grande, Natal
Fale arretado, quadrilha pra todo lado
São João cai animado no forró de lá

Ah, meu Brasil
De noite é bom no Ceará
Mulher gostosa de lambar
Quem sabe a gente ainda
Se encontra por lá

Balança Brasil
Adoro te ver contente
Balança Brasil
O sonho de tanta gente
Balança Brasil
Sacode esse meu país
Pra a gente ser feliz

Ah, meu Brasil
São Luís do Maranhão
Caiu no reggae de vez
Lá o Brasil foi pra Jamaica

No Piauí quase casei em Teresina
Tem a Jorgete, a Luzinete
A Bernadete, a Carolina

Ah, meu Brasil
Chegando em Belém do Pará
Arrebentei no carimbó
No cirimbó e no merengue
No Amazonas, em Goiás
Em Mato Grosso
Fui bóia fria, fui cabloco
Vi a fauna, que colosso

Ah, meu Brasil
São Paulo não é só garoa
Meu Rio Grande do Sul
Tem a bombacha, o fandango
Tem a raça, o chimarrão
Boa cachaça, oh, meu Paraná

Ah, meu Brasil
De lá de Santa Catarina
Voei pra Minas Gerais
Mina calada, por demais desconfiada
Mui amada, minha doce namorada

Ah, meu Brasil
Vou pra avenida com vocês
Do carnaval eu sou freguês
Acho que vou morar no Rio de vez

Balança Brasil
Adoro te ver contente
Balança Brasil
O sonho de tanta gente
Balança Brasil
Sacode esse meu país
Pra a gente ser feliz

Balança Brasil
Adoro te ver contente
Balança Brasil
O sonho de tanta gente
Balança Brasil
Sacode esse meu país
Pra a gente ser feliz


*Joh*",pt
/ara-ketu/,"Fogo, Justiça e Amor",/ara-ketu/fogo-justica-e-amor.html,"Fazer o bem
Sem olhar a quem
É o nosso lema
Embora, sempre houve alguém
Pra garfar nosso tema

Sou Ara Ketu e aqui estou
Dando a volta por cima
Empunhando a bandeira
Com muita fé
Elevando bem alto
A força e a benção de Xangô

Kaô, kaô kabecilè
Kaô, kaô kabecilè

Iluminado
Pelos raios da estrela maior
Conquistou a coroa de rei
Da cidade de Oyó
Detentor do poder
Do fogo, justiça e amor
Em unir o infiel
E julgar o infrator

Nesse mundo, quem ama
É porque tem amor para dar
Entra no jogo da sorte
Pra perder ou ganhar
Justiceiro é Xangô
Nosso grande orixá",pt
/ara-ketu/,A Banda de Dona Vera,/ara-ketu/a-banda-de-dona-vera.html,"Avisa lá em casa
Que hoje eu não posso ir
Hoje tem Ara Ketu
E vou ficar por aqui

Daqui não saio
Daqui ninguém me tira

Nessa levada
Todo mundo pira

É bom pra quem fica
É ruim pra quem sai
Quem ouve uma vez
De ouvir não pára mais

A banda de Dona Vera chegou
Tremeu, sacudiu, balançou

Eu tô de olho no Ara
Tô paquerando no Ara
Tô namorando no Ara
Eu tô, eu Tô
Onde tem Ara Ketu
Tô colado, eu vou",pt
/ara-ketu/,A Mão da Limpeza,/ara-ketu/a-mao-da-limpeza.html,"A Mão da Limpeza

O branco inventou que o negro
Quando não suja na entrada
Suja na saída
Ê, imagina só
Suja na saída
Ê imagina só
Que mentira danada, ê
Na verdade a mão escrava
Passava a vida limpando
O que o branco sujava
Ê imagina só
O que o branco sujava
Ê imagina só
O que o negro penava
Mesmo depois de abolida a escravidão
Negra é a mão quem faz a limpeza
Lavando a roupa encardida, esfregando o chão
Negra é a mão, é a mão da pureza
Negra é a vida consumida ao pé do fogão
Negra é a mão nos preparando a mesa
Limpando as manchas do mundo com água e sabão
Negra é a mão de imaculado nobreza
Na verdade a mão escrava
Passava a vida limpando
O que o branco sujava
Ê imagina só
O que o branco sujava
Ê imagina só
Eta branco sujão",pt
/ara-ketu/,A Morena,/ara-ketu/a-morena.html,"Ó, Morena
Vem ver
Vou lhe mostrar
Que o samba é duro prá valer

Diz que é rainha do samba
Quem é que vai encarar ?
Êta morena assanhada
Que joga pra cima
Que joga pra lá
E que a danada do samba
Ninguém consegue parar
Essa morena assanhada
Com jeito gostoso quer me conquistar

Vem, morena
Vem vê
Vem, morena
Vem cá

Você disse que dá nela
Nela, não, você não dá
Oi, morena
Agora samba, agora samba

Ai ai ai ai
O ARA chegou
Oi oi oi oi

Cadê as palminhas
Cadê as palminhas",pt
/ara-ketu/,África,/ara-ketu/africa.html,"ÁFRICA

Que a luz do sol se espalhe
Por toda a imensidão do mundo
Ara Ketu vem cantar pra o negro
Delirar de segundo a segundo
E hoje eu abro meu peito
Porque sou feliz, porque sou feliz
Ara Ketu se fez radiante
Quando alimentou sua raiz
Um sorriso aberto em primazia
Guardando amor no seu interior
E hoje o negro é importante,
Pois é ouriundo da costa nagô
África ô, ô, ô
África ô, ô, ô, ô
Vejo luzir a cidade
E como mensagem o Ara Ketu a cantar
Com seus dez anos de luta
Todo o povo a festejar

Refrão

Eis impermeável
Eis tão formidável
Ara Ketu alafiá
Hoje pede licença
Pra passar
Ó pétala do mundo negro
Sou Ara Ketu e abro o meu peito",pt
/ara-ketu/,Alegria da Cidade,/ara-ketu/alegria-da-cidade.html,"A minha pele de ébano é
A minha alma nua
Espelhando a luz do sol
Espelhando a luz do dia

Tem a plumagem da noite
E a liberdade da rua
A minha pela é linguagem
E a leitura é toda sua
Será que você não viu ?
Não entendeu o meu toque ?
O coração da América
Eu sou jazz
Sou o rock, sou o rock
Eu sou parte de você

Mesmo que você me negue
Na beleza do afoxé
Ou no passo do reggae
Eu sou o sol da Jamaica
Sou a cor da Bahia
Eu sou você, sou você

E você não sabia
Liberdade, Curuzu
Harlem, Palmares,
Soweto, Soweto
Nosso céu é todo blue
E o mundo é um grande gueto
Apesar de tanto não e
De tanta dor que nos invade
Somos nós alegria da cidade
Apesar de tanto não
De tanta marginalidade
Somos nós a alegria da cidade",pt
/ara-ketu/,Amor de Qualidade,/ara-ketu/amor-de-qualidade.html,"Que vontade me dar de te dar um beijo
Esperando você vou fazendo versos
Sabe me amar
Sabe meu segredo
Sabe até do mar
O nome das estrelas
E dificilmente eu vou te esquecer
Seu calor em outro abraço pra que

Você é ouro por dentro e por fora
Você não dar pra tirar da memória
Você sabe me deixa saudade

Você é ouro por dentro e por fora
Você não dar pra tirar da memória
Você é amor de qualidade",pt
/ara-ketu/,Amor E Devoção,/ara-ketu/amor-e-devocao.html,"Hoje tem subida, tem descida
Tem amor e devoção
Você faz parte da minha vida
Tenho amor no coração

Faz tanto tempo
Que eu te conheço
Amor igual eu desconheço
É claro, tua imagem
Não me sai da mente
Nem do coração

Venha você
De onde for
Receba um abraço apertado
Você é meu grande amor",pt
